,amount,amount,amount
CUST04100,289307.39,1358.2506572769953,213
CUST06165,236545.59,1200.7390355329949,197
CUST02070,322168.63,1505.4608878504673,214
CUST04564,323319.38,1430.6167256637168,226
CUST06255,263048.79,1315.2439499999998,200
CUST06590,247566.52,1345.4702173913042,184
CUST02026,273828.46,1322.8428019323671,207
CUST04982,280857.89,1432.948418367347,196
CUST08420,287969.79,1492.071450777202,193
CUST08308,268836.81,1429.9830319148937,188
CUST02728,259590.24,1395.646451612903,186
CUST01940,253552.34,1378.001847826087,184
CUST06545,314744.43,1605.8389285714286,196
CUST03579,318287.15,1494.305868544601,213
CUST05361,284831.66,1382.6779611650484,206
CUST02802,288780.53,1401.8472330097088,206
CUST00249,294676.18,1315.5186607142857,224
CUST04759,327885.85,1383.484599156118,237
CUST09763,252040.68,1319.5847120418848,191
CUST06938,300691.21,1445.6308173076925,208
CUST03239,271898.69,1454.0036898395722,187
CUST04778,285995.26,1401.9375490196078,204
CUST00160,275435.46,1391.088181818182,198
CUST09771,224860.15,1202.4606951871658,187
CUST04885,282943.76,1414.7188,200
CUST00730,264342.75,1452.4326923076924,182
CUST02629,266853.87,1327.6311940298508,201
CUST04147,280056.19,1333.6009047619048,210
CUST00691,279895.4,1385.620792079208,202
CUST02771,254286.22,1271.4311,200
CUST09361,267818.24,1513.0974011299434,177
CUST06180,274427.26,1258.840642201835,218
CUST07129,234968.69,1277.00375,184
CUST02342,253177.66999999998,1353.8912834224598,187
CUST09537,264364.03,1369.7618134715028,193
CUST01707,302649.18,1401.153611111111,216
CUST03945,241262.16,1419.1891764705883,170
CUST07510,298650.75,1435.8209134615386,208
CUST00079,267689.69,1386.993212435233,193
CUST06758,318360.72,1453.7019178082192,219
CUST08537,213277.63999999998,1277.111616766467,167
CUST03520,248150.81,1228.4693564356435,202
CUST07522,286491.06,1384.0147826086957,207
CUST03139,260876.84,1417.8089130434782,184
CUST05834,305241.7,1488.9839024390244,205
CUST03854,324700.59,1469.2334389140274,221
CUST04498,253643.85,1334.9676315789475,190
CUST00988,254171.7,1270.8585,200
CUST04321,288827.95,1444.13975,200
CUST06273,271895.05,1359.47525,200
CUST01673,278647.0,1407.3080808080808,198
CUST00664,289486.38,1365.5017924528302,212
CUST03996,275816.48,1429.100932642487,193
CUST03365,269138.41000000003,1394.4995336787567,193
CUST07436,270578.67,1339.4983663366336,202
CUST07932,284699.61,1437.8768181818182,198
CUST03050,295082.42,1299.9225550660792,227
CUST04970,260045.66,1340.4415463917526,194
CUST03987,269612.9,1404.2338541666668,192
CUST03785,330095.66,1410.6652136752136,234
CUST02307,277546.6,1321.6504761904762,210
CUST05115,283320.65,1467.9826424870469,193
CUST03870,286846.52,1399.2513170731709,205
CUST05935,270363.92,1358.612663316583,199
CUST03886,289623.88,1470.1719796954314,197
CUST02628,287460.55,1300.7264705882353,221
CUST03934,285032.35,1500.1702631578946,190
CUST08939,279661.89,1306.8312616822432,214
CUST05276,279572.83,1487.0895212765959,188
CUST04379,299622.12,1490.6573134328357,201
CUST05556,261590.4,1398.8791443850266,187
CUST04813,275329.74,1390.5542424242424,198
CUST07775,271464.5,1337.2635467980297,203
CUST09147,272212.87,1321.421699029126,206
CUST02143,272529.87,1362.64935,200
CUST07476,298398.5,1469.9433497536945,203
CUST05614,301110.27,1344.2422767857145,224
CUST08411,257526.95,1392.0375675675675,185
CUST03641,319878.1,1494.757476635514,214
CUST03995,255324.2,1316.1041237113402,194
CUST00981,238765.16,1290.6224864864864,185
CUST04707,288348.44,1392.9876328502417,207
CUST03731,298726.13,1524.1129081632653,196
CUST06010,262138.63,1497.9350285714286,175
CUST05787,264243.08,1413.0645989304815,187
CUST06268,286264.28,1396.4111219512197,205
CUST02962,273041.12,1385.995532994924,197
CUST04198,259127.04,1356.6860732984294,191
CUST04517,305540.61,1370.137264573991,223
CUST06414,280724.05,1336.7811904761904,210
CUST02902,301329.29000000004,1577.640261780105,191
CUST08820,235471.38,1308.1743333333334,180
CUST01230,279331.53,1425.1608673469389,196
CUST01870,283161.66000000003,1394.885024630542,203
CUST04304,290318.2,1337.8718894009216,217
CUST00485,234212.53,1323.2346327683615,177
CUST03199,261271.94,1339.8561025641027,195
CUST04958,275158.15,1389.6876262626263,198
CUST06011,278844.96,1321.54009478673,211
CUST02390,251629.77,1397.9431666666667,180
CUST09168,273658.53,1272.8303720930235,215
CUST01565,290528.01,1424.156911764706,204
CUST02367,263919.84,1411.3360427807488,187
CUST06626,298337.16,1499.1817085427135,199
CUST01206,328258.98,1541.1219718309858,213
CUST03530,232470.74000000002,1375.5665088757398,169
CUST04560,258618.9,1477.8222857142857,175
CUST04586,305295.34,1375.2042342342343,222
CUST08236,309735.76,1596.576082474227,194
CUST01691,261327.8,1404.9881720430108,186
CUST07782,276302.06,1424.2374226804125,194
CUST05007,238780.09,1304.8092349726776,183
CUST05088,260628.41,1343.4454123711341,194
CUST04675,272963.13,1451.9315425531915,188
CUST02106,324064.93,1507.2787441860464,215
CUST06152,262869.52,1282.2903414634147,205
CUST00595,269379.08,1464.0167391304349,184
CUST04440,281131.11,1456.6378756476684,193
CUST04792,254539.98,1422.011061452514,179
CUST04163,281911.82,1375.1796097560975,205
CUST06459,250647.03,1362.2121195652173,184
CUST07099,298581.76,1357.1898181818183,220
CUST05331,293012.01,1388.6825118483412,211
CUST05338,290923.3,1365.837089201878,213
CUST04166,299932.24,1382.1762211981566,217
CUST06554,267237.58,1377.5132989690721,194
CUST04118,274328.86,1351.3736945812807,203
CUST08950,266823.81,1354.435583756345,197
CUST07794,279225.43,1348.915120772947,207
CUST06003,269316.61,1402.6906770833332,192
CUST08775,270347.21,1331.7596551724139,203
CUST00229,205370.28,1267.7177777777779,162
CUST02339,249148.12,1440.1625433526012,173
CUST09606,232033.84,1189.9171282051282,195
CUST01083,291581.39,1593.3409289617487,183
CUST04956,278200.92,1412.1874111675127,197
CUST02635,261794.82,1229.083661971831,213
CUST03091,260293.74,1321.2880203045686,197
CUST02187,252889.38,1352.3496256684493,187
CUST06749,262617.48,1346.7563076923077,195
CUST03088,294045.77,1539.5066492146598,191
CUST05499,278273.96,1364.0880392156864,204
CUST08959,298042.1,1426.0387559808612,209
CUST09484,283744.56,1301.5805504587156,218
CUST08330,263810.62,1410.7519786096257,187
CUST06072,261726.73,1349.1068556701032,194
CUST07318,345102.08,1500.4438260869565,230
CUST02351,291976.53,1452.6195522388061,201
CUST06107,224894.85,1256.395810055866,179
CUST06279,282187.98,1363.226956521739,207
CUST06392,271817.68,1288.2354502369667,211
CUST01804,285540.51,1427.70255,200
CUST09652,277348.93,1483.14935828877,187
CUST06948,271663.71,1338.2448768472907,203
CUST04088,232656.36,1257.6019459459458,185
CUST04823,325413.89,1534.971179245283,212
CUST03598,313830.14,1487.34663507109,211
CUST05000,297690.15,1391.0754672897197,214
CUST04967,303000.98,1436.0236018957346,211
CUST05851,265309.34,1396.364947368421,190
CUST08570,279251.71,1375.6241871921184,203
CUST01537,312966.18,1429.069315068493,219
CUST07119,296584.64,1360.48,218
CUST00419,274452.88,1372.2644,200
CUST07059,302330.6,1419.3924882629108,213
CUST03845,280798.69,1425.3740609137055,197
CUST04509,246317.13,1338.6800543478262,184
CUST08611,313618.75,1419.0893665158371,221
CUST00067,294724.82,1377.218785046729,214
CUST07479,303352.17,1465.469420289855,207
CUST00722,304805.48,1451.4546666666665,210
CUST07161,246638.02,1326.0108602150538,186
CUST02384,264640.69,1272.3110096153846,208
CUST03536,338718.2,1459.9922413793104,232
CUST05518,339218.56,1419.3245188284518,239
CUST05971,288669.91000000003,1374.6186190476192,210
CUST00185,243384.42,1337.277032967033,182
CUST03127,274071.1,1324.0149758454106,207
CUST00420,284170.56,1346.7799052132702,211
CUST06976,272331.34,1375.4108080808082,198
CUST00441,269578.18,1506.0233519553071,179
CUST03286,291198.84,1393.2958851674643,209
CUST03693,253554.34,1363.195376344086,186
CUST05616,269718.99,1335.2425247524752,202
CUST09112,275490.66000000003,1330.8727536231886,207
CUST04404,270950.49,1426.0552105263157,190
CUST01377,331035.93,1568.890663507109,211
CUST02419,306825.3,1440.4943661971831,213
CUST04516,229752.07,1351.4827647058823,170
CUST09930,294125.45,1387.3841981132075,212
CUST03490,251583.9,1389.9662983425414,181
CUST03031,306534.69,1445.9183490566038,212
CUST08461,265629.43,1376.3182901554403,193
CUST04890,286238.79,1369.5635885167462,209
CUST03881,295752.59,1369.224953703704,216
CUST04428,284654.65,1375.143236714976,207
CUST07993,281530.42,1451.1877319587627,194
CUST06712,231474.44,1258.0132608695653,184
CUST02511,345791.58,1417.1786065573772,244
CUST01403,254261.49,1495.6558235294117,170
CUST04993,257777.32,1363.901164021164,189
CUST04833,245855.67,1328.9495675675676,185
CUST01247,288720.83999999997,1394.7866666666664,207
CUST07266,287687.78,1357.0178301886795,212
CUST02788,312631.01,1460.892570093458,214
CUST06655,257398.9,1326.7984536082474,194
CUST03044,239110.28,1328.3904444444445,180
CUST03390,275993.25,1452.596052631579,190
CUST05265,278014.19,1440.4880310880828,193
CUST08764,254676.72,1447.0268181818183,176
CUST08937,252617.61,1403.4311666666665,180
CUST03077,293401.65,1459.7097014925375,201
CUST04152,234683.46,1248.3162765957447,188
CUST09962,291907.99,1481.7664467005075,197
CUST08569,274557.36,1500.3134426229508,183
CUST07133,247570.9,1331.0263440860215,186
CUST07248,302124.07,1411.7947196261682,214
CUST02900,315324.81,1487.381179245283,212
CUST06818,246788.07,1426.5206358381504,173
CUST04978,364432.45,1570.829525862069,232
CUST06249,283973.56,1267.7391071428572,224
CUST02828,295417.8,1312.9679999999998,225
CUST06992,303372.57,1472.6823786407767,206
CUST05168,283688.77999999997,1411.3869651741293,201
CUST06638,301224.37,1287.2836324786324,234
CUST07732,264486.27,1429.6555135135136,185
CUST07454,275011.68,1439.851727748691,191
CUST02850,298825.07,1450.6071359223301,206
CUST04092,287946.87,1364.6771090047393,211
CUST09808,251252.96000000002,1308.6091666666669,192
CUST02672,270195.9,1292.8033492822967,209
CUST04120,265341.95,1294.3509756097562,205
CUST06587,295355.4,1433.764077669903,206
CUST09598,307841.66000000003,1480.007980769231,208
CUST06070,292330.15,1419.0783980582526,206
CUST09832,316158.46,1450.2681651376147,218
CUST07385,297379.69,1416.093761904762,210
CUST04601,310394.14,1437.0099074074076,216
CUST04735,281161.91,1427.217817258883,197
CUST03931,307700.1,1500.9760975609754,205
CUST09181,240102.65,1297.8521621621621,185
CUST02939,218846.06,1157.9156613756613,189
CUST04620,243684.25,1376.747175141243,177
CUST05284,259298.01,1371.9471428571428,189
CUST06148,279068.62,1416.5919796954315,197
CUST09525,241573.01,1232.5153571428573,196
CUST09401,285158.63,1351.462701421801,211
CUST00559,287873.82,1468.7439795918367,196
CUST00602,272218.42,1417.8042708333332,192
CUST03026,232391.71,1367.0100588235293,170
CUST01098,277093.6,1319.493333333333,210
CUST08665,299870.6,1407.8431924882627,213
CUST04110,279607.23,1377.3755172413792,203
CUST04337,289293.07,1461.0761111111112,198
CUST04114,260078.47,1413.469945652174,184
CUST03117,281766.81,1437.5857653061225,196
CUST06243,298194.77999999997,1490.9739,200
CUST08371,224960.15,1315.5564327485379,171
CUST01705,255770.59,1325.2362176165802,193
CUST06546,269070.97,1446.6181182795697,186
CUST07526,256274.08,1300.8836548223348,197
CUST02907,276747.43,1363.2878325123152,203
CUST06401,224463.36000000002,1320.372705882353,170
CUST00198,308248.13,1420.4982949308755,217
CUST04201,286668.72000000003,1303.0396363636364,220
CUST07687,281824.48,1430.5811167512688,197
CUST06004,261487.34,1269.3560194174756,206
CUST07213,312928.85,1483.0751184834123,211
CUST01194,249961.68,1295.1382383419689,193
CUST01173,290470.88,1445.1287562189054,201
CUST01195,285403.95,1392.2143902439025,205
CUST07796,278478.27,1351.8362621359224,206
CUST09594,263297.86,1323.1048241206029,199
CUST05632,290182.04,1415.5221463414632,205
CUST01610,266533.09,1332.6654500000002,200
CUST08782,265251.43,1360.2637435897436,195
CUST01970,274844.58,1381.1285427135679,199
CUST08683,286144.71,1362.5938571428571,210
CUST07926,287339.74,1336.463906976744,215
CUST01408,316526.01,1493.0472169811321,212
CUST00393,316951.6,1516.514832535885,209
CUST00729,298537.16000000003,1500.186733668342,199
CUST02178,253825.73,1410.1429444444445,180
CUST03142,291549.2,1429.1627450980393,204
CUST06104,288043.23,1418.9321674876846,203
CUST00544,281959.8,1349.08995215311,209
CUST06400,229176.54,1187.4432124352331,193
CUST09413,320342.32,1593.7428855721394,201
CUST00943,268065.82,1301.2903883495146,206
CUST02074,286488.57,1499.940157068063,191
CUST08472,297591.76,1397.14441314554,213
CUST01818,244301.13,1327.7235326086957,184
CUST00819,294040.65,1318.567937219731,223
CUST05357,281754.24,1354.5876923076924,208
CUST05905,239254.54,1252.6415706806283,191
CUST00144,318957.55,1469.850460829493,217
CUST09970,273719.11,1368.59555,200
CUST08403,268748.15,1323.882512315271,203
CUST06028,234918.4,1327.2225988700566,177
CUST07676,261125.39,1312.1878894472363,199
CUST06937,289646.47,1334.7763594470046,217
CUST06382,314194.73,1563.1578606965172,201
CUST09520,251480.12,1289.641641025641,195
CUST05509,284182.76,1366.2632692307693,208
CUST00911,264210.96,1301.5318226600987,203
CUST06621,247586.38,1263.1958163265306,196
CUST08674,247907.14,1325.7066310160428,187
CUST03455,310074.47,1448.946121495327,214
CUST00756,324966.59,1554.864066985646,209
CUST00450,256190.86000000002,1313.799282051282,195
CUST07542,309683.93,1370.2828761061946,226
CUST07418,280531.93,1375.1565196078432,204
CUST07838,239932.03,1325.5913259668507,181
CUST08629,305349.87,1426.8685514018691,214
CUST09469,272602.67,1383.7698984771573,197
CUST03171,270147.76,1371.308426395939,197
CUST06896,262248.13,1358.7986010362695,193
CUST03873,243248.72,1307.788817204301,186
CUST04959,266241.11,1365.3390256410255,195
CUST07169,266512.8,1300.0624390243902,205
CUST08654,256252.42,1400.2864480874318,183
CUST03329,283402.12,1324.3089719626169,214
CUST05117,246526.68,1304.3739682539683,189
CUST07860,272079.61,1308.075048076923,208
CUST02346,239023.57,1327.9087222222222,180
CUST06405,255155.72999999998,1244.6620975609756,205
CUST06064,323115.65,1462.0617647058825,221
CUST02625,303966.18,1433.8027358490565,212
CUST06706,262852.32,1294.8390147783252,203
CUST03380,328498.07,1571.761100478469,209
CUST03779,303558.11,1398.8852995391705,217
CUST06219,278601.12,1365.6917647058824,204
CUST02848,287343.44,1429.569353233831,201
CUST08492,247651.13,1324.3375935828876,187
CUST00840,313770.23,1480.048254716981,212
CUST01486,248210.88999999998,1402.3214124293784,177
CUST01767,270175.01,1468.3424456521739,184
CUST00892,242113.65,1294.7254010695187,187
CUST00757,245193.79,1213.8306435643565,202
CUST03433,261859.95,1296.336386138614,202
CUST05404,301713.52,1384.0069724770642,218
CUST01951,293521.47,1340.2806849315068,219
CUST02502,270300.84,1461.0856216216218,185
CUST05231,289928.82,1317.8582727272728,220
CUST01597,277345.21,1415.0265816326532,196
CUST05527,272402.6,1404.1371134020617,194
CUST02718,305863.35,1396.6363013698628,219
CUST03422,270582.84,1446.9670588235294,187
CUST04927,269692.9,1355.2407035175881,199
CUST03385,256280.97,1281.40485,200
CUST06161,278213.57,1412.2516243654823,197
CUST09833,270072.26,1436.554574468085,188
CUST06610,283692.52,1383.8659512195122,205
CUST00557,350872.5,1518.9285714285713,231
CUST06253,276073.68,1278.118888888889,216
CUST05012,333690.01,1426.0256837606837,234
CUST08979,280904.83999999997,1383.7676847290638,203
CUST01489,234065.82,1258.4183870967743,186
CUST09563,306158.3,1417.399537037037,216
CUST03190,323539.81,1412.837598253275,229
CUST05839,279479.27,1440.6147938144331,194
CUST08202,269045.81,1293.4894711538461,208
CUST03214,342390.87,1521.7372,225
CUST01193,290142.34,1318.8288181818184,220
CUST02943,277820.81,1342.1295169082125,207
CUST00045,257777.25,1282.4738805970148,201
CUST02500,299507.53,1461.0123414634147,205
CUST02832,296271.63,1466.6912376237624,202
CUST08161,258820.04,1341.036476683938,193
CUST00694,261213.35,1280.4575980392158,204
CUST02664,276341.88,1395.6660606060607,198
CUST07964,281738.69,1475.0716753926702,191
CUST08681,264643.52,1400.2302645502646,189
CUST08966,243885.27000000002,1276.8862303664923,191
CUST08707,272830.91000000003,1384.9284771573605,197
CUST02864,272208.26,1374.789191919192,198
CUST06484,251817.91,1368.575597826087,184
CUST08430,294685.99,1364.2869907407407,216
CUST00909,248448.26,1261.1586802030458,197
CUST07445,256172.46,1268.180495049505,202
CUST06347,251660.95,1317.5965968586388,191
CUST02908,254677.2,1340.4063157894736,190
CUST08509,300886.73,1380.214357798165,218
CUST03003,291313.57,1288.9980973451327,226
CUST09088,259267.72,1364.566947368421,190
CUST02591,302947.1,1522.3472361809045,199
CUST07764,282855.84,1421.3861306532665,199
CUST06370,301635.93,1358.7204054054055,222
CUST03114,284051.11,1392.4074019607842,204
CUST06183,267087.97,1467.5163186813186,182
CUST00009,227237.89,1241.7371038251367,183
CUST01650,281150.72000000003,1351.686153846154,208
CUST09219,274232.15,1385.0108585858586,198
CUST06813,277131.86,1358.4895098039215,204
CUST04762,269022.32,1351.8709547738695,199
CUST08808,233378.23,1303.7889944134079,179
CUST05543,256074.58,1274.0028855721393,201
CUST07395,261184.09,1332.5718877551021,196
CUST04649,298191.71,1454.5937073170733,205
CUST07136,268614.28,1349.820502512563,199
CUST03054,295107.8,1398.6151658767772,211
CUST01868,271262.61,1458.401129032258,186
CUST00688,280708.11,1270.172443438914,221
CUST08386,267156.9,1398.7272251308902,191
CUST08848,268338.53,1569.2311695906435,171
CUST07144,230367.6,1308.9068181818182,176
CUST01331,269360.68,1417.6877894736842,190
CUST04470,294117.29,1420.8564734299516,207
CUST02520,242684.56,1304.7556989247312,186
CUST00206,244170.9,1356.5049999999999,180
